nome_atual,novo_nome
PLANO/damasco-2-plano.jpg,04080 - TECIDO VOIL DAMASCO 02 OFF WHITE - PLANO.jpg
PLANO/damasco-3-plano.jpg,04081 - TECIDO VOIL DAMASCO 03 KAKI - PLANO.jpg
PLANO/damasco-4-plano.jpg,04082 - TECIDO VOIL DAMASCO 04 CINZA - PLANO.jpg
PLANO/dolly-1-plano.jpg,04698 - TECIDO VOIL DOLLY 01 BRANCO  ***06/26 - PLANO.jpg
PLANO/dolly-2-plano.jpg,04699 - TECIDO VOIL DOLLY 02 OFF WHITE  ***06/26 - PLANO.jpg
PLANO/dolly-3-plano.jpg,04700 - TECIDO VOIL DOLLY 03 RATO  ***06/26 - PLANO.jpg
PLANO/dolly-4-plano.jpg,04701 - TECIDO VOIL DOLLY 04 CINZA  ***06/26 - PLANO.jpg
PLANO/dolly-5-plano.jpg,04702 - TECIDO VOIL DOLLY 05 CHUMBO  ***06/26 - PLANO.jpg
PLANO/dolly-6-plano.jpg,04698 - TECIDO VOIL DOLLY 01 BRANCO  ***06/26 - PLANO.jpg
PLANO/dolly-7-plano.jpg,04704 - TECIDO VOIL DOLLY 07 ROSE  ***06/26 - PLANO.jpg
PLANO/forro-oxford-1-plano.jpg,"08606 - TECIDO OXFORD 3,00L 01 BRANCO - PLANO.jpg"
PLANO/forro-oxford-2-plano.jpg,"08608 - TECIDO OXFORD 3,00L 02 CRU - PLANO.jpg"
PLANO/forro-oxford-3-plano.jpg,"08606 - TECIDO OXFORD 3,00L 01 BRANCO - PLANO.jpg"
PLANO/forro-oxford-4-plano.jpg,"08610 - TECIDO OXFORD 3,00L 04 CINZA - PLANO.jpg"
PLANO/forro-oxford-5-plano.jpg,"08612 - TECIDO OXFORD 3,00L 05 PRETO - PLANO.jpg"
PLANO/microfibra-100gr-1-plano.jpg,"11523 - TECIDO MICROFIBRA 100GR 01 BRANCO 3,30L - PLANO.jpg"
PLANO/microfibra-100gr-2-plano.jpg,"11524 - TECIDO MICROFIBRA 100GR 02 OFF WHITE 3,30L - PLANO.jpg"
PLANO/microfibra-100gr-3-plano.jpg,"11523 - TECIDO MICROFIBRA 100GR 01 BRANCO 3,30L - PLANO.jpg"
PLANO/microfibra-100gr-4-plano.jpg,"11526 - TECIDO MICROFIBRA 100GR 04 TRIGO 3,30L - PLANO.jpg"
PLANO/microfibra-100gr-5-plano.jpg,"11527 - TECIDO MICROFIBRA 100GR 05 GELO 3,30L - PLANO.jpg"
PLANO/microfibra-75gr-1-plano.jpg,"11523 - TECIDO MICROFIBRA 100GR 01 BRANCO 3,30L - PLANO.jpg"
PLANO/microfibra-75gr-2-plano.jpg,"11524 - TECIDO MICROFIBRA 100GR 02 OFF WHITE 3,30L - PLANO.jpg"
PLANO/microfibra-75gr-3-plano.jpg,"11523 - TECIDO MICROFIBRA 100GR 01 BRANCO 3,30L - PLANO.jpg"
PLANO/microfibra-75gr-4-plano.jpg,"11526 - TECIDO MICROFIBRA 100GR 04 TRIGO 3,30L - PLANO.jpg"
PLANO/microfibra-75gr-5-plano.jpg,"11527 - TECIDO MICROFIBRA 100GR 05 GELO 3,30L - PLANO.jpg"
TEXTURA/damasco-2-caimento.jpg,04080 - TECIDO VOIL DAMASCO 02 OFF WHITE - TEXTURA.jpg
TEXTURA/damasco-3-caimento.jpg,04081 - TECIDO VOIL DAMASCO 03 KAKI - TEXTURA.jpg
TEXTURA/damasco-4-caimento.jpg,04082 - TECIDO VOIL DAMASCO 04 CINZA - TEXTURA.jpg
TEXTURA/dolly-1-caimento.jpg,04698 - TECIDO VOIL DOLLY 01 BRANCO  ***06/26 - TEXTURA.jpg
TEXTURA/dolly-2-caimento.jpg,04699 - TECIDO VOIL DOLLY 02 OFF WHITE  ***06/26 - TEXTURA.jpg
TEXTURA/dolly-3-caimento.jpg,04700 - TECIDO VOIL DOLLY 03 RATO  ***06/26 - TEXTURA.jpg
TEXTURA/dolly-4-caimento.jpg,04701 - TECIDO VOIL DOLLY 04 CINZA  ***06/26 - TEXTURA.jpg
TEXTURA/dolly-5-caimento.jpg,04702 - TECIDO VOIL DOLLY 05 CHUMBO  ***06/26 - TEXTURA.jpg
TEXTURA/dolly-6-caimento.jpg,04698 - TECIDO VOIL DOLLY 01 BRANCO  ***06/26 - TEXTURA.jpg
TEXTURA/dolly-7-caimento.jpg,04704 - TECIDO VOIL DOLLY 07 ROSE  ***06/26 - TEXTURA.jpg
TEXTURA/forro-oxford-1-caimento.jpg,"08606 - TECIDO OXFORD 3,00L 01 BRANCO - TEXTURA.jpg"
TEXTURA/forro-oxford-2-caimento.jpg,"08608 - TECIDO OXFORD 3,00L 02 CRU - TEXTURA.jpg"
TEXTURA/forro-oxford-3-caimento.jpg,"08606 - TECIDO OXFORD 3,00L 01 BRANCO - TEXTURA.jpg"
TEXTURA/forro-oxford-4-caimento.jpg,"08610 - TECIDO OXFORD 3,00L 04 CINZA - TEXTURA.jpg"
TEXTURA/forro-oxford-5-caimento.jpg,"08612 - TECIDO OXFORD 3,00L 05 PRETO - TEXTURA.jpg"
TEXTURA/microfibra-100gr-1-caimento.jpg,"11523 - TECIDO MICROFIBRA 100GR 01 BRANCO 3,30L - TEXTURA.jpg"
TEXTURA/microfibra-100gr-2-caimento.jpg,"11524 - TECIDO MICROFIBRA 100GR 02 OFF WHITE 3,30L - TEXTURA.jpg"
TEXTURA/microfibra-100gr-3-caimento.jpg,"11523 - TECIDO MICROFIBRA 100GR 01 BRANCO 3,30L - TEXTURA.jpg"
TEXTURA/microfibra-100gr-4-caimento.jpg,"11526 - TECIDO MICROFIBRA 100GR 04 TRIGO 3,30L - TEXTURA.jpg"
TEXTURA/microfibra-100gr-5-caimento.jpg,"11527 - TECIDO MICROFIBRA 100GR 05 GELO 3,30L - TEXTURA.jpg"
TEXTURA/microfibra-75gr-1-caimento.jpg,"11523 - TECIDO MICROFIBRA 100GR 01 BRANCO 3,30L - TEXTURA.jpg"
TEXTURA/microfibra-75gr-2-caimento.jpg,"11524 - TECIDO MICROFIBRA 100GR 02 OFF WHITE 3,30L - TEXTURA.jpg"
TEXTURA/microfibra-75gr-3-caimento.jpg,"11523 - TECIDO MICROFIBRA 100GR 01 BRANCO 3,30L - TEXTURA.jpg"
TEXTURA/microfibra-75gr-4-caimento.jpg,"11526 - TECIDO MICROFIBRA 100GR 04 TRIGO 3,30L - TEXTURA.jpg"
TEXTURA/microfibra-75gr-5-caimento.jpg,"11527 - TECIDO MICROFIBRA 100GR 05 GELO 3,30L - TEXTURA.jpg"
